start_ip,end_ip,join_key,asn,domain,name,type,country
2001:513e:4000::,2001:513e:7fff:ffff:ffff:ffff:ffff:ffff,2001:513e:4000::,AS1273,vodafone.com,Vodafone Group PLC,isp,EU
208.98.251.0,208.98.255.255,208.98.0.0,AS6327,shaw.ca,Shaw Communications Inc.,isp,CA
2a01:27c2::,2a01:27c2:3fff:ffff:ffff:ffff:ffff:ffff,2a01:27c2::,AS3269,telecomitalia.com,Telecom Italia S.p.A.,isp,IT
199.5.184.0,199.5.184.255,199.5.0.0,AS13768,aptum.com,Aptum Technologies,isp,CA
2a01:22b6::,2a01:22b6:3fff:ffff:ffff:ffff:ffff:ffff,2a01:22b6::,AS3269,telecomitalia.com,Telecom Italia S.p.A.,isp,IT
217.173.112.0,217.173.127.255,217.173.0.0,AS12479,orange.es,Orange Espagne SA,isp,ES
2a0f:2104:8000::,2a0f:2104:bfff:ffff:ffff:ffff:ffff:ffff,2a0f:2104:8000::,AS30633,leaseweb.com,"Leaseweb USA, Inc.",hosting,US
45.159.152.0,45.159.155.255,45.159.0.0,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
192.129.36.0,192.129.36.255,192.129.0.0,AS3257,gtt.net,GTT Communications Inc.,isp,US
46.227.16.0,46.227.23.255,46.227.0.0,AS43142,adeli.fr,ADELI SAS,hosting,FR
176.119.140.0,176.119.140.255,176.119.0.0,AS44812,ipserver.su,IP SERVER LLC,hosting,RU
103.189.180.0,103.189.181.255,103.189.0.0,AS9332,wannantrading.online,Wannan Trading Pty Ltd,business,AU
2a11:3545:c000::,2a11:3545:ffff:ffff:ffff:ffff:ffff:ffff,2a11:3545:c000::,AS204790,floccus.io,Falco ISP Services B.V.,business,NL
2a00:3ee:c000::,2a00:3ee:ffff:ffff:ffff:ffff:ffff:ffff,2a00:3ee:c000::,AS3209,vodafone.de,Vodafone GmbH,isp,DE
2a0f:2d46:4000::,2a0f:2d46:7fff:ffff:ffff:ffff:ffff:ffff,2a0f:2d46:4000::,AS60262,panq.nl,Panq B.V.,business,NL
240c:c729:4000::,240c:c729:7fff:ffff:ffff:ffff:ffff:ffff,240c:c729:4000::,AS23910,cernet.edu.cn,China Next Generation Internet CERNET2,education,CN
185.202.126.0,185.202.127.255,185.202.0.0,AS198595,focustelecom.pl,Focus Telecom Polska Sp. z o.o.,isp,PL
2a05:91c3:1::,2a05:91c3:1:ffff:ffff:ffff:ffff:ffff,2a05:91c3::,AS39511,vipnet-consulting.ro,VIP NET CONSULTING SRL,business,RO
2001:b6c4::,2001:b6c4:3fff:ffff:ffff:ffff:ffff:ffff,2001:b6c4::,AS3462,hinet.net,Data Communication Business Group,isp,TW
2003:16e4:4000::,2003:16e4:7fff:ffff:ffff:ffff:ffff:ffff,2003:16e4:4000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
240d:4085:c000::,240d:4085:ffff:ffff:ffff:ffff:ffff:ffff,240d:4085:c000::,AS133111,cernet.com,"CERNET New Technology Co., Ltd",isp,CN
65.172.72.0,65.172.73.255,65.172.0.0,AS18632,volcano.net,"Volcano Vision, Inc.",isp,US
202.63.39.0,202.63.40.255,202.63.0.0,AS21859,zenlayer.com,Zenlayer Inc,hosting,US
2c0e:20f4:4000::,2c0e:20f4:7fff:ffff:ffff:ffff:ffff:ffff,2c0e:20f4:4000::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
2602:feda:bd0::,2602:feda:bd0:ffff:ffff:ffff:ffff:ffff,2602:feda::,AS140946,jbdxbl.work,JBDXBL Network,business,CN
2a00:27d:c000::,2a00:27d:ffff:ffff:ffff:ffff:ffff:ffff,2a00:27d:c000::,AS3209,vodafone.de,Vodafone GmbH,isp,DE
2603:26c2::,2603:26c2:3fff:ffff:ffff:ffff:ffff:ffff,2603:26c2::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2603:20d0::,2603:20d0:3fff:ffff:ffff:ffff:ffff:ffff,2603:20d0::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
185.222.84.0,185.222.87.255,185.222.0.0,AS29695,altibox.no,Altibox AS,isp,NO
2800:2fcd:8000::,2800:2fcd:bfff:ffff:ffff:ffff:ffff:ffff,2800:2fcd:8000::,AS7303,telecom.com.ar,Telecom Argentina S.A.,isp,AR
2603:f996:c000::,2603:f996:ffff:ffff:ffff:ffff:ffff:ffff,2603:f996:c000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
52.2.0.0,52.2.255.255,52.2.0.0,AS14618,amazon.com,"Amazon.com, Inc.",hosting,US
2803:3e40::,2803:3e40:3fff:ffff:ffff:ffff:ffff:ffff,2803:3e40::,AS269892,gsnetworks.com.ar,Gabriel Eduardo Riera (GSNetworks1),isp,AR
2001:1dbb::,2001:1dbb:3fff:ffff:ffff:ffff:ffff:ffff,2001:1dbb::,AS33915,vodafone.nl,Vodafone Libertel B.V.,isp,NL
144.107.44.0,144.107.44.255,144.107.0.0,AS1600,mail.mil,DoD Network Information Center,business,US
108.169.227.0,108.169.227.255,108.169.0.0,AS27006,impactbusiness.com,Impact Business Solutions,business,US
2001:50c5::,2001:50c5:3fff:ffff:ffff:ffff:ffff:ffff,2001:50c5::,AS1273,vodafone.com,Vodafone Group PLC,isp,EU
64.75.32.0,64.75.46.255,64.75.0.0,AS3561,savvis.net,"CenturyLink Communications, LLC",isp,US
50.205.38.0,50.205.40.255,50.205.0.0,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2a12:a102:c000::,2a12:a102:ffff:ffff:ffff:ffff:ffff:ffff,2a12:a102:c000::,AS203914,megaspacenet.com,Megaspace Ltd,business,GB
2409:8b82:4000::,2409:8b82:7fff:ffff:ffff:ffff:ffff:ffff,2409:8b82:4000::,AS9808,10086.cn,"China Mobile Communications Group Co., Ltd.",isp,CN
2003:1337:8000::,2003:1337:bfff:ffff:ffff:ffff:ffff:ffff,2003:1337:8000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
2c0e:257c::,2c0e:257c:3fff:ffff:ffff:ffff:ffff:ffff,2c0e:257c::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
5.182.34.0,5.182.34.255,5.182.0.0,AS58061,scalaxy.com,Scalaxy B.V.,hosting,NL
2a01:be00::,2a01:be00:3fff:ffff:ffff:ffff:ffff:ffff,2a01:be00::,AS197248,dravanet.hu,Dravanet Co Ltd.,isp,HU
2a07:60c7:c000::,2a07:60c7:ffff:ffff:ffff:ffff:ffff:ffff,2a07:60c7:c000::,AS24679,hostway.de,Hostway Deutschland GmbH,hosting,DE
66.20.249.0,66.20.255.255,66.20.0.0,AS6389,att.com,AT&T Corp.,isp,US
11.98.0.0,11.98.255.255,11.98.0.0,AS749,mail.mil,DoD Network Information Center,isp,US
2a0f:4642:4000::,2a0f:4642:7fff:ffff:ffff:ffff:ffff:ffff,2a0f:4642:4000::,AS200750,klikom.net,Klikom.net Sp.z o.o.,business,PL
2408:408f::,2408:408f:3fff:ffff:ffff:ffff:ffff:ffff,2408:408f::,AS37963,alibabagroup.com,"Hangzhou Alibaba Advertising Co.,Ltd.",hosting,CN
2a0c:5983::,2a0c:5983:3fff:ffff:ffff:ffff:ffff:ffff,2a0c:5983::,AS209372,web-singularity.eu,"SIA ""Singularity Telecom""",isp,LV
81.50.0.0,81.50.255.255,81.50.0.0,AS3215,orange.com,Orange S.A.,isp,FR
2a01:28d4::,2a01:28d4:3fff:ffff:ffff:ffff:ffff:ffff,2a01:28d4::,AS3269,telecomitalia.com,Telecom Italia S.p.A.,isp,IT
85.175.32.0,85.175.39.255,85.175.0.0,AS25490,rostelecom.ru,PJSC Rostelecom,isp,RU
104.249.168.0,104.249.168.255,104.249.0.0,AS399384,missionhills.org,Mission Hills Church,business,US
89.35.127.0,89.35.127.255,89.35.0.0,AS203950,viasatcloud.eu,Viasat Cloud SRL,hosting,MD
2a0f:4643:c000::,2a0f:4643:ffff:ffff:ffff:ffff:ffff:ffff,2a0f:4643:c000::,AS200750,klikom.net,Klikom.net Sp.z o.o.,business,PL
2803:6900:533::,2803:6900:534:ffff:ffff:ffff:ffff:ffff,2803:6900::,AS52423,racknation.cr,Data Miners S.A. ( Racknation.cr ),hosting,CR
2a12:a105:8000::,2a12:a105:bfff:ffff:ffff:ffff:ffff:ffff,2a12:a105:8000::,AS203914,megaspacenet.com,Megaspace Ltd,business,GB
2001:2c2c:c000::,2001:2c2c:ffff:ffff:ffff:ffff:ffff:ffff,2001:2c2c:c000::,AS1299,teliacompany.com,Telia Company AB,isp,SE
203.176.184.0,203.176.187.255,203.176.0.0,AS45269,comvergence.com.au,Internet Service Provider,isp,AU
2a00:20d4:8000::,2a00:20d4:bfff:ffff:ffff:ffff:ffff:ffff,2a00:20d4:8000::,AS5400,bt.com,British Telecommunications PLC,isp,GB
2a02:a802:c000::,2a02:a802:ffff:ffff:ffff:ffff:ffff:ffff,2a02:a802:c000::,AS6739,ono.es,"VODAFONE ONO, S.A.",isp,ES
4.179.0.0,4.179.255.255,4.179.0.0,AS8075,microsoft.com,Microsoft Corporation,business,US
144.208.217.0,144.208.217.255,144.208.0.0,AS42473,anexia-it.com,ANEXIA Internetdienstleistungs GmbH,isp,AT
50.7.250.0,50.7.253.255,50.7.0.0,AS30058,fdcservers.net,FDCservers.net,isp,US
240a:a705::,240a:a705:3fff:ffff:ffff:ffff:ffff:ffff,240a:a705::,AS144447,,,inactive,
2401:47c0:8000::,2401:47c0:bfff:ffff:ffff:ffff:ffff:ffff,2401:47c0:8000::,AS41095,iptp.com,IPTP LTD,isp,GB
208.86.28.0,208.86.31.255,208.86.0.0,AS22104,gelbergroup.com,"Gelber Group, LLC",business,US
208.21.12.0,208.21.12.255,208.21.0.0,AS1239,sprint.net,Sprint,isp,US
2a01:12d5:4000::,2a01:12d5:7fff:ffff:ffff:ffff:ffff:ffff,2a01:12d5:4000::,AS5617,orange.pl,Orange Polska Spolka Akcyjna,isp,PL
2a06:3886:4000::,2a06:3886:7fff:ffff:ffff:ffff:ffff:ffff,2a06:3886:4000::,AS49981,worldstream.com,WorldStream B.V.,hosting,NL
2003:b5c:8000::,2003:b5c:bfff:ffff:ffff:ffff:ffff:ffff,2003:b5c:8000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
240e:b57:c000::,240e:b57:ffff:ffff:ffff:ffff:ffff:ffff,240e:b57:c000::,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
198.26.173.0,198.26.174.255,198.26.0.0,AS27066,mail.mil,DoD Network Information Center,business,US
104.156.71.0,104.156.71.255,104.156.0.0,AS33256,drw.com,3268120 Nova Scotia Company,business,CA
240c:ca62:4000::,240c:ca62:7fff:ffff:ffff:ffff:ffff:ffff,240c:ca62:4000::,AS23910,cernet.edu.cn,China Next Generation Internet CERNET2,education,CN
104.153.176.0,104.153.179.255,104.153.0.0,AS14238,falconcommunications.com,Falcon Communications LLC,isp,US
240c:cc9f:4000::,240c:cc9f:7fff:ffff:ffff:ffff:ffff:ffff,240c:cc9f:4000::,AS23910,cernet.edu.cn,China Next Generation Internet CERNET2,education,CN
2c0e:2a6d::,2c0e:2a6d:3fff:ffff:ffff:ffff:ffff:ffff,2c0e:2a6d::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
2603:f464:8000::,2603:f464:bfff:ffff:ffff:ffff:ffff:ffff,2603:f464:8000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
2a00:e9:4000::,2a00:e9:7fff:ffff:ffff:ffff:ffff:ffff,2a00:e9:4000::,AS3209,vodafone.de,Vodafone GmbH,isp,DE
164.90.72.0,164.90.72.255,164.90.0.0,AS10122,bigo.sg,BIGO TECHNOLOGY PTE. LTD.,isp,SG
2001:262d:8000::,2001:262d:bfff:ffff:ffff:ffff:ffff:ffff,2001:262d:8000::,AS1299,teliacompany.com,Telia Company AB,isp,SE
240d:43a0:c000::,240d:43a0:ffff:ffff:ffff:ffff:ffff:ffff,240d:43a0:c000::,AS133111,cernet.com,"CERNET New Technology Co., Ltd",isp,CN
70.130.216.0,70.130.219.255,70.130.0.0,AS19047,amazon.com,"Amazon.com, Inc.",hosting,US
2a01:1296:c000::,2a01:1296:ffff:ffff:ffff:ffff:ffff:ffff,2a01:1296:c000::,AS5617,orange.pl,Orange Polska Spolka Akcyjna,isp,PL
2a00:b404:f000::,2a00:b404:ffff:ffff:ffff:ffff:ffff:ffff,2a00:b404:c000::,AS12857,fujitsu.com,Fujitsu TDS GmbH,business,DE
2a02:a44d:8000::,2a02:a44d:bfff:ffff:ffff:ffff:ffff:ffff,2a02:a44d:8000::,AS1136,kpn.com,KPN B.V.,isp,NL
2a02:1c3:8000::,2a02:1c3:bfff:ffff:ffff:ffff:ffff:ffff,2a02:1c3:8000::,AS29084,comnet.bg,Comnet Bulgaria Holding Ltd.,isp,BG
2a02:7280:c000::,2a02:7280:ffff:ffff:ffff:ffff:ffff:ffff,2a02:7280:c000::,AS49572,fujitsu.com,Fujitsu Services Ltd.,business,GB
2604:72c0:4000::,2604:72c0:7fff:ffff:ffff:ffff:ffff:ffff,2604:72c0:4000::,AS26095,bluebitnetworks.com,BlueBit Networks LLC,business,US
2a0c:5c81:c000::,2a0c:5c81:ffff:ffff:ffff:ffff:ffff:ffff,2a0c:5c81:c000::,AS55081,24shells.net,24 SHELLS,isp,US
2602:fe65::,2602:fe65:1:ffff:ffff:ffff:ffff:ffff,2602:fe65::,AS396872,advancedisp.com,Advanced Internet,isp,US
188.130.162.0,188.130.162.255,188.130.0.0,AS61019,mediabay.uz,Mediabay Asia LLC,business,UZ
2601:8ba:4000::,2601:8ba:7fff:ffff:ffff:ffff:ffff:ffff,2601:8ba:4000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
89.41.27.0,89.41.29.255,89.41.0.0,AS51490,propersupportmedia.com,Proper Support LLP,isp,GB
168.97.176.0,168.97.191.255,168.97.0.0,AS23377,radissonhotelsamericas.com,Radisson Hotel Group,business,US
69.50.64.0,69.50.79.255,69.50.0.0,AS19246,,Antigua Computer Technology Co. Ltd.,hosting,AG
2003:980:4000::,2003:980:7fff:ffff:ffff:ffff:ffff:ffff,2003:980:4000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
88.151.115.0,88.151.115.255,88.151.0.0,AS49392,baxet.ru,LLC Baxet,hosting,RU
2409:427d:4000::,2409:427d:7fff:ffff:ffff:ffff:ffff:ffff,2409:427d:4000::,AS55836,jio.com,Reliance Jio Infocomm Limited,isp,IN
103.103.0.0,103.103.0.255,103.103.0.0,AS23930,ipc.ph,"IP-Converge Data Center, Inc.",isp,PH
240d:4483:8000::,240d:4483:bfff:ffff:ffff:ffff:ffff:ffff,240d:4483:8000::,AS133111,cernet.com,"CERNET New Technology Co., Ltd",isp,CN
2804:636c:2000::,2804:636c:3fff:ffff:ffff:ffff:ffff:ffff,2804:636c::,AS269360,italinkweb.com.br,Internet Tecnologia Ltda,business,BR
192.232.97.0,192.232.97.255,192.232.0.0,AS4812,chinatelecom.com.cn,China Telecom (Group),isp,CN
64.6.131.0,64.6.131.255,64.6.0.0,AS8159,kansas.net,KansasNet / Fox Business Systems,business,US
198.54.253.0,198.54.253.255,198.54.0.0,AS3741,is.co.za,Dimension Data,isp,ZA
2603:20aa:c000::,2603:20aa:ffff:ffff:ffff:ffff:ffff:ffff,2603:20aa:c000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
103.122.14.0,103.122.15.255,103.122.0.0,AS135780,airfiber.co.in,AirFiber Networks Pvt Ltd,isp,IN
2a04:2404:8000::,2a04:2404:bfff:ffff:ffff:ffff:ffff:ffff,2a04:2404:8000::,AS12302,vodafone.ro,Vodafone Romania S.A.,isp,RO
67.209.50.0,67.209.50.255,67.209.0.0,AS400000,pcb.com,"PCB Piezotronics, Inc.",business,US
2a01:21e3::,2a01:21e3:3fff:ffff:ffff:ffff:ffff:ffff,2a01:21e3::,AS3269,telecomitalia.com,Telecom Italia S.p.A.,isp,IT
2001:827f:c000::,2001:827f:ffff:ffff:ffff:ffff:ffff:ffff,2001:827f:c000::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
2603:2522:c000::,2603:2522:ffff:ffff:ffff:ffff:ffff:ffff,2603:2522:c000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2003:10a2:8000::,2003:10a2:bfff:ffff:ffff:ffff:ffff:ffff,2003:10a2:8000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
2409:86fa:c000::,2409:86fa:ffff:ffff:ffff:ffff:ffff:ffff,2409:86fa:c000::,AS9808,10086.cn,"China Mobile Communications Group Co., Ltd.",isp,CN
2a01:163a:8000::,2a01:163a:bfff:ffff:ffff:ffff:ffff:ffff,2a01:163a:8000::,AS5617,orange.pl,Orange Polska Spolka Akcyjna,isp,PL
2a02:130c:4000::,2a02:130c:7fff:ffff:ffff:ffff:ffff:ffff,2a02:130c:4000::,AS196922,premium-datacenter.de,Hofmeir Media GmbH,hosting,DE
2a07:c840::,2a07:c840:3fff:ffff:ffff:ffff:ffff:ffff,2a07:c840::,AS62183,bredbandsson.se,Bredbandsson AB,isp,SE
185.7.48.0,185.7.51.255,185.7.0.0,AS56420,ertelecom.ru,JSC ER-Telecom Holding,isp,RU
103.96.104.0,103.96.107.255,103.96.0.0,AS134153,rtat.net,MD Manir Hossen trading as Xplore Cyber & Net,isp,BD
2a12:26c1:8000::,2a12:26c1:bfff:ffff:ffff:ffff:ffff:ffff,2a12:26c1:8000::,AS20879,digi-communications.ro,RCS & RDS SA,business,RO
240a:a687:8000::,240a:a687:bfff:ffff:ffff:ffff:ffff:ffff,240a:a687:8000::,AS144321,,,inactive,
65.207.197.0,65.207.197.255,65.207.0.0,AS13893,enterpriseholdings.com,"Enterprise Holdings, Inc.",business,US
2c0e:2c98::,2c0e:2c98:3fff:ffff:ffff:ffff:ffff:ffff,2c0e:2c98::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
2603:f26c:8000::,2603:f26c:bfff:ffff:ffff:ffff:ffff:ffff,2603:f26c:8000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
240a:ccbb:c000::,240a:ccbb:ffff:ffff:ffff:ffff:ffff:ffff,240a:ccbb:c000::,AS137726,pcitc.com,China Petroleum & Chemical Corporation,business,CN
2a01:152a:4000::,2a01:152a:7fff:ffff:ffff:ffff:ffff:ffff,2a01:152a:4000::,AS5617,orange.pl,Orange Polska Spolka Akcyjna,isp,PL
46.65.0.0,46.65.255.255,46.65.0.0,AS5607,sky.com,Sky UK Limited,isp,GB
240c:c0dd:c000::,240c:c0dd:ffff:ffff:ffff:ffff:ffff:ffff,240c:c0dd:c000::,AS23910,cernet.edu.cn,China Next Generation Internet CERNET2,education,CN
2a01:151d:8000::,2a01:151d:bfff:ffff:ffff:ffff:ffff:ffff,2a01:151d:8000::,AS5617,orange.pl,Orange Polska Spolka Akcyjna,isp,PL
206.21.106.0,206.21.159.255,206.21.0.0,AS600,osc.edu,OARnet,education,US
185.234.245.0,185.234.245.255,185.234.0.0,AS211970,tarikalthuraya.com,TARIK AL-THURAYA COMPANY FOR COMMUNICATIONS SERVICE LTD.,business,IQ
2603:262c:c000::,2603:262c:ffff:ffff:ffff:ffff:ffff:ffff,2603:262c:c000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
185.181.179.0,185.181.179.255,185.181.0.0,AS206591,alza.cz,Alza.cz a.s.,business,CZ
103.218.156.0,103.218.159.255,103.218.0.0,AS45974,nhn.com,NHN,hosting,KR
2a07:6c0:c000::,2a07:6c0:ffff:ffff:ffff:ffff:ffff:ffff,2a07:6c0:c000::,AS62116,benders.se,Benders Sverige AB,business,SE
2620:126:5040::,2620:126:5041:ffff:ffff:ffff:ffff:ffff,2620:126:4000::,AS27632,tractorsupplyco.com,Tractor Supply Company,business,US
2800:490::,2800:490:fff:ffff:ffff:ffff:ffff:ffff,2800:490::,AS27951,mc.net.co,Media Commerce Partners S.A,isp,CO
2a04:1704:8000::,2a04:1704:bfff:ffff:ffff:ffff:ffff:ffff,2a04:1704:8000::,AS41354,itstechnologygroup.com,ITS Technology Group Limited,isp,GB
2800:2544::,2800:2544:3fff:ffff:ffff:ffff:ffff:ffff,2800:2544::,AS7303,telecom.com.ar,Telecom Argentina S.A.,isp,AR
2a0f:1802:8000::,2a0f:1802:bfff:ffff:ffff:ffff:ffff:ffff,2a0f:1802:8000::,AS51711,insysone.com,Insys Ltd,business,GB
151.194.105.0,151.194.105.255,151.194.0.0,AS25997,omm.com,O'Melveny & Myers LLP,business,US
200.10.251.0,200.10.253.255,200.10.0.0,AS15208,sii.cl,Servicio de Impuestos Internos,business,CL
2c0e:28b7:c000::,2c0e:28b7:ffff:ffff:ffff:ffff:ffff:ffff,2c0e:28b7:c000::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
124.42.128.0,124.42.255.255,124.42.0.0,AS17816,chinaunicom.cn,China Unicom  IP network China169 Guangdong province,isp,CN
82.148.64.0,82.148.95.255,82.148.0.0,AS29348,icelan.com,Icelandic Ministry of Education,education,IS
2a0f:d42::,2a0f:d42:3fff:ffff:ffff:ffff:ffff:ffff,2a0f:d42::,AS60262,panq.nl,Panq B.V.,business,NL
2a06:5680::,2a06:5680:3fff:ffff:ffff:ffff:ffff:ffff,2a06:5680::,AS210947,zugspitznet.at,ZugspitzNet GmbH,isp,AT
240a:a720:8000::,240a:a720:bfff:ffff:ffff:ffff:ffff:ffff,240a:a720:8000::,AS144474,,,inactive,
67.232.64.0,67.232.79.255,67.232.0.0,AS14921,centurylink.com,"CenturyLink Communications, LLC",isp,US
2603:21ec:c000::,2603:21ec:ffff:ffff:ffff:ffff:ffff:ffff,2603:21ec:c000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2600:100a:b1c0::,2600:100a:b1df:ffff:ffff:ffff:ffff:ffff,2600:100a:8000::,AS6167,verizonbusiness.com,Verizon Business,isp,US
185.114.148.0,185.114.150.255,185.114.0.0,AS56567,norsitel.de,Norsitel GmbH,business,DE
2406:3540::,2406:3540:0:ffff:ffff:ffff:ffff:ffff,2406:3540::,AS17415,sciuridae.network,Ming Yi Tea Farm,business,TW
23.55.50.0,23.55.51.255,23.55.0.0,AS20940,akamai.com,Akamai International B.V.,isp,NL
206.9.81.0,206.9.89.255,206.9.0.0,AS5006,inteliquent.com,"Inteliquent, inc.",isp,US
2404:3280::,2404:3280:3fff:ffff:ffff:ffff:ffff:ffff,2404:3280::,AS9287,trueidc.com,True Internet Data Center Company Limited,isp,TH
122.7.0.0,122.7.255.255,122.7.0.0,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
2804:3e70:8000::,2804:3e70:bfff:ffff:ffff:ffff:ffff:ffff,2804:3e70:8000::,AS266596,ceriluz.net.br,Ceriluz Provedores de Internet Ltda.,business,BR
170.41.67.0,170.41.67.255,170.41.0.0,AS26034,deltadt.com,Delta Technology,business,US
2001:8ea6:8000::,2001:8ea6:bfff:ffff:ffff:ffff:ffff:ffff,2001:8ea6:8000::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
240c:c869:4000::,240c:c869:7fff:ffff:ffff:ffff:ffff:ffff,240c:c869:4000::,AS23910,cernet.edu.cn,China Next Generation Internet CERNET2,education,CN
2a0f:8a84::,2a0f:8a84:3fff:ffff:ffff:ffff:ffff:ffff,2a0f:8a84::,AS62009,infosys.it,INFORMATICA SYSTEM S.R.L.,isp,IT
142.111.173.0,142.111.178.255,142.111.0.0,AS18779,egihosting.com,EGIHosting,hosting,US
2001:8866::,2001:8866:3fff:ffff:ffff:ffff:ffff:ffff,2001:8866::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
240d:459f:8000::,240d:459f:bfff:ffff:ffff:ffff:ffff:ffff,240d:459f:8000::,AS133111,cernet.com,"CERNET New Technology Co., Ltd",isp,CN
2603:2ea5:c000::,2603:2ea5:ffff:ffff:ffff:ffff:ffff:ffff,2603:2ea5:c000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2604:c7c0:4000::,2604:c7c0:7fff:ffff:ffff:ffff:ffff:ffff,2604:c7c0:4000::,AS35935,polarity3.com,Polarity3 Consulting,business,US
2a04:1d05:4000::,2a04:1d05:7fff:ffff:ffff:ffff:ffff:ffff,2a04:1d05:4000::,AS31343,intertelecom.ua,Intertelecom Ltd,isp,UA
2a12:a647:4000::,2a12:a647:7fff:ffff:ffff:ffff:ffff:ffff,2a12:a647:4000::,AS400522,rootcloud.io,rootcloud LLC,business,US
2001:ae1::,2001:ae1:3fff:ffff:ffff:ffff:ffff:ffff,2001:ae1::,AS42008,teuto.net,teuto.net Netzdienste GmbH,business,DE
2a11:ee44::,2a11:ee44:3fff:ffff:ffff:ffff:ffff:ffff,2a11:ee44::,AS203942,telioonline.com,Telio Online Ltd,business,GB
2603:f027:4000::,2603:f027:7fff:ffff:ffff:ffff:ffff:ffff,2603:f027:4000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
2803:21e0:8000::,2803:21e0:bfff:ffff:ffff:ffff:ffff:ffff,2803:21e0:8000::,AS262186,aztecacomunicaciones.com,TV AZTECA SUCURSAL COLOMBIA,isp,CO
2603:2a0f:4000::,2603:2a0f:7fff:ffff:ffff:ffff:ffff:ffff,2603:2a0f:4000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
37.60.141.0,37.60.141.255,37.60.0.0,AS34577,tvskat.net,SKAT TV Ltd.,isp,BG
121.54.192.0,121.54.199.255,121.54.0.0,AS45365,lghellovision.net,LG HelloVision Corp.,isp,KR
192.223.187.0,192.223.187.255,192.223.0.0,AS13322,fidelity.co.uk,Fidelity Investments,business,US
2601:19a:4000::,2601:19a:7fff:ffff:ffff:ffff:ffff:ffff,2601:19a:4000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
104.250.224.0,104.250.227.255,104.250.0.0,AS62809,voltbb.com,VOLT BROADBAND,business,US
2603:fc45:8000::,2603:fc45:bfff:ffff:ffff:ffff:ffff:ffff,2603:fc45:8000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
2a12:a5c4:4000::,2a12:a5c4:7fff:ffff:ffff:ffff:ffff:ffff,2a12:a5c4:4000::,AS400522,rootcloud.io,rootcloud LLC,business,US
2001:2162:8000::,2001:2162:bfff:ffff:ffff:ffff:ffff:ffff,2001:2162:8000::,AS1299,teliacompany.com,Telia Company AB,isp,SE
2603:228e:c000::,2603:228e:ffff:ffff:ffff:ffff:ffff:ffff,2603:228e:c000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2a0a:de00:4000::,2a0a:de00:7fff:ffff:ffff:ffff:ffff:ffff,2a0a:de00:4000::,AS8758,iway.ch,Iway AG,isp,CH
2001:88c7:c000::,2001:88c7:ffff:ffff:ffff:ffff:ffff:ffff,2001:88c7:c000::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
2804:ccc::,2804:ccc:3fff:ffff:ffff:ffff:ffff:ffff,2804:ccc::,AS262827,obti.com.br,OBTI OPERADORA,business,BR
195.234.133.0,195.234.133.255,195.234.0.0,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
2a01:28ac:8000::,2a01:28ac:bfff:ffff:ffff:ffff:ffff:ffff,2a01:28ac:8000::,AS3269,telecomitalia.com,Telecom Italia S.p.A.,isp,IT
2a05:ad07:4000::,2a05:ad07:7fff:ffff:ffff:ffff:ffff:ffff,2a05:ad07:4000::,AS56803,datasource.ch,Datasource AG,business,CH
2600:9889:8000::,2600:9889:bfff:ffff:ffff:ffff:ffff:ffff,2600:9889:8000::,AS4193,wa.gov,State of Washington,isp,US
